label;tag
угнетение биосинтез пурин;mechanism
уменьшать активность карбоангидраза;mechanism
галакторея;side_e
ингибировать действие na+/к +-атф-фаза на мембрана кардиомиоцит;mechanism
токсичность;side_e
боль в горло;side_e
повышение артериального давления;side_e
выраженный;side_e
снижение ад диастолический;action
синкопальный состояние;side_e
развитие или усугубление симптом хронический почечный недостаточность;side_e
стимулировать действие β-адренорецептор сердце;mechanism
вентрикулярный аритмия;side_e
вазодилатировать эффект;action
снижение внутриклеточный накопление натрий;mechanism
припухлость в область сустав (область лодыжка);side_e
обладать сосудорасширяющий действие;action
устранять вазоконстрикторный воздействие сосуд артериальный;action
усиление тремор;side_e
уменьшать концентрация мочевой кислоты кровь;mechanism
конъюнктивальный;absorbtion
эффект антиангинальный;action
расплывчатость изображение;side_e
увеличение выведение натрий;action
тромбоз;side_e
кристаллурия;side_e
тревожность;side_e
связываться с белками альбумины;mechanism
повысить риск развитие ангионевротический отёк;side_e
расслаблять гладкий мускулатура дыхательный путь;action
отёк нижний конечность;side_e
нарушение зрения/зрительные расстройства;side_e
печёночный недостаточность;side_e
изменение световосприятие (фотопсия);side_e
хинидин;prepare
быстро метаболизироваться в организм человек;metabol
лабильность настроение;side_e
акатизий;side_e
равновесие;side_e
повышение активность панкреатический фермент;side_e
адренергический адренергический и дофаминергический средство;group
выведение вода из организм;action
вызывает выведение кальций;action
урежение частота сердечный сокращение;mechanism
кровотечение из прямой кишка;side_e
подкожный кровоизлияние;side_e
сокращение он размер;action
ингибирование ih-канал сетчатки глаза;mechanism
селективный бетаадреноблокатор;group
суицидальный настроение и суицидальный поведение;side_e
ангионевротический отёк лицо, конечность, губа, язык;side_e
антиангинальный средство;group
обострение псориаз;side_e
в печень;metabol
фосфен;side_e
бледность кожный покров;side_e
уменьшение секреция альдостерон;action
повышение токсичность для центральный нервный система;side_e
угнетение костномозговой кроветворение;side_e
эффект антиишемический;action
повышение концентрация ангиотензин i;action
боль в живот;side_e
психотические нарушения;side_e
потенцирование;side_e
повышать возбудимость миокард;action
расстройство зрение;side_e
в желудочный-кишечный тракт;absorbtion
расширять сосуд;action
гепатонекроза;side_e
лейкопения/нейтропение;side_e
артралгия;side_e
повышение активность печёночный фермент;side_e
ингибировать β-окисление жирный кислота;mechanism
средство, угнетать цнс;group
повышение концентрация креатинин в кровь;side_e
ощущение электрошок;side_e
нечёткость зрительный восприятие;side_e
фозиноприлат;prepare
специфический антагонист рецептор ангиотензин ii;mechanism
сакубитрил;prepare
органический нитрат;group
оказывать центральный тормозить влияние симпатический тонус сосуд;mechanism
устойчивый урежение чсс;action
приводить к разнообразный психический нежелательный реакция;side_e
обеспечивать нормальный функционирование мембранный ионный канал;action
действовать на ренин-ангиотензиновый система;group
вирусный инфекция;side_e
лихорадка;side_e
постуральный головокружение;side_e
дисфагия;side_e
диуретик;group
вздутие живота;side_e
нарушение способность поддерживать равновесие;side_e
вазодилатировать действие;action
снижение постнагрузка;mechanism
дыхательный недостаточность;side_e
симвастатин;prepare
реакция фоточувствительность;side_e
увеличение почечный кровоток;action
ригидность мышца;side_e
кожный реакция с отслойка эпидермис;side_e
изменение когнитивный и сенсорный способность;side_e
головной боль;side_e
кардиотонические средства, кроме сердечных гликозидов;group
желудочковый пароксизмальный тахикардия;side_e
отёк дыхательный путь;side_e
снижение транспорт натрий внутрь клетка реснитчатый тело;action
рифампицин;prepare
острый почечный недостаточность;side_e
тяжёлый гиперкалиемия;side_e
депрессия сон;side_e
расширять зрачок;action
повышение аппетит;side_e
увеличивать экскреция ион магний;mechanism
аутоиммунный;side_e
регрессия симптом при отёк лёгкий;action
гипертермия с симптом;side_e
стимулировать синтез внутриклеточный гликоген;mechanism
антиагрегант, кроме гепарин;group
действие анальгезировать;action
снижение потенция;side_e
синдром исчезающих желчных протоков;side_e
увеличение натрийурез;action
артериальный гипертензия;side_e
подавить настроение;side_e
гепарин;prepare
производный сульфонамид;group
снижение функция почка;action
геморрагический инсульт;side_e
«прилив» кровь к лицо;side_e
общий недомогание;side_e
синдром неадекватный продукция антидиуретический гормон;side_e
тиазидный;group
жёлчный колика;side_e
сиалоаденит;side_e
снижать диастолический напряжение стенка желудочек;action
недомогание;side_e
на скорректировать интервал qt;noun
снижение давление в малый круг кровообращение;action
действие транквилизировать;action
обострение синдром «перемежаться» хромота;side_e
цитостатик;group
эрозия слизистый оболочка желудок и двенадцатиперстной кишка;side_e
синдром неадекватный секреция антидиуретический гормон (снс адг);side_e
острый печёночный недостаточность;side_e
стеаторея;side_e
увеличиваться активность калликреин-кининовый система циркулировать;mechanism
подавление;side_e
заторможенность;side_e
увеличивать риск развитие;action
раздражение в место введение;side_e
гранулоцитоз;side_e
снижаться конечный объём сердце систолический;action
летальный исход;side_e
уменьшение количество эритроцит;side_e
комбинированные пероральные гипогликемические средства;group
кал;excretion
гиперволемия;side_e
наджелудочковый экстрасистолия;side_e
боль за грудина;side_e
снижать преднагрузка артериальный давление;mechanism
аноргазмий;side_e
образование неактивный метаболит;metabol
боль в груди;side_e
с антиаритмический средство iii класс;group
охриплость голос;side_e
бета-адреноблокатор;group
язва желудок;side_e
гипопротеинемия;side_e
периферический отёк, фарингит;side_e
эластичность крупный артерия;mechanism
зрение;side_e
угнетение фагоцитоз микрокристалл соль мочевой кислота;mechanism
адреноблокатор;group
токсический действие;side_e
пемфигоидный реакция;side_e
риск развитие серотониновый синдром;side_e
селективный ингибитор обратного захвата серотонина;group
снижение миокард преднагрузка;action
изменение настроения;side_e
устраняться он ингибировать влияние на секреция ренин по тип отрицательный обратный связь;action
миорелаксировать действие;mechanism
адренорецептор β1 кардиоселективный;mechanism
зипразидон;prepare
замедление опорожнение желудок;side_e
колющий загрудинный боль;side_e
рацекадотрил;prepare
нейролептик;group
положительный тест на антинуклеарный антитело;side_e
отрицательный хронотропный действие;action
геморрагия;side_e
незначительный и клинически незначимый;noun
увеличение концентрация литий в сыворотка кровь;side_e
кровотечение из мочеполовой путь;side_e
риск развитие злокачественный аритмия;side_e
стимулировать at2 рецептор;action
мышечный спазм;side_e
средство, урежать сердечный ритм;group
парестезия;side_e
снижать общий периферический сосудистый сопротивление;mechanism
алфузозин;prepare
головокружение;side_e
повышение внутриклеточный концентрация ион кальций адренорецептор β;mechanism
мочь дополнительно увеличиваться;action
увеличивать доставка кислород в миокард;action
расслаблять гладкий мышца бронх;action
боль в спина;side_e
импотенция;side_e
отечность язык;side_e
cyp2d6;metabol
потенция;side_e
зевота;side_e
повышение артериальный давление;side_e
холецистит;side_e
серьёзный кожный;side_e
расслаблять гладкомышечный клетка жёлчный пузырь;action
нарушение водный-электролитный баланс;side_e
фелодипин;prepare
аллергический сыпь;side_e
не изменять скорость клубочковой фильтрации;action
высвобождение гистамин;mechanism
болезненность в место введение;side_e
действие эндотелиопротективный;action
токсический эпидермальный некролиз;side_e
нарушение со сторона предстательный железа;side_e
боль в конечность;side_e
низкий аффинность рецептор адренорецептор α1;mechanism
снижать активность ренин-ангиотензин-альдостеронов система (раас);mechanism
рамиприлат;prepare
повышение артериальный;side_e
не оказывать влияние;action
макрой микропсия;side_e
почка;exctretion
эритема (покраснение кожа);side_e
нарушение менструальный цикл;side_e
антигипертензивный действие;action
покраснение;side_e
снижение секреция водянистый влага передний камера глаза;action
увеличивать экскреция ион натрий, хлор и вода с моча;mechanism
расслабление миокард;action
ингибитор апф;group
апластическая анемия;side_e
снижать преднагрузка;action
учащённый сердцебиение;side_e
накопление брадикинин;action
развитие электролитный нары ушение;side_e
полиурия;side_e
усиление симптом хронический сердечный недостаточность;side_e
анафилактический;side_e
уменьшать концентрация мочевой кислоты моча;mechanism
подавлять негативный эффект ангиотензин ii почки;action
эстроген;group
блокатор «медленный» кальциевый канал (бмкк);group
гиперрефлексия;side_e
зуд;side_e
ав-блокада;side_e
снижение кровоток кожа;action
снижение концентрация альдостерон;action
окончание симпатический нерв;metabol
удлинение эффективный рефрактерный период;action
гипергидроза;side_e
кожный сыпь эритематозный характер;side_e
активироваться система простагландин е2;mechanism
расширение коронарный артерия и артериол;action
гиперкалиемия;side_e
выраженный артериальный гипертензия;side_e
инсулин;prepare
обладать высокий сродство к µ-опиоидный рецептор;mechanism
острый генерализовать экзантематозный пустулезть;side_e
увеличениемочеиспусканье;side_e
покраснение лица;side_e
мозговой кровообращение;side_e
снижать концентрация липопротеин низкий плотность;mechanism
увеличивать минутный объем кровь;action
симптом отмена;side_e
мочь вступать в взаимодействие;action
восстановление структура сосудистый стенка мелкий артерия;mechanism
блокатор;mechanism
улучшение кровоснабжение субэндокардиальный слой;action
бруксизм;side_e
адреналин;prepare
средство, оказывать влияние на раас;group
выведение избыток глюкоза почка;mechanism
моча;excretion
развитие приступ стенокардия;side_e
импотенция/сексуальный дисфункция;side_e
кашель;side_e
интерстициальный пневмония;side_e
низкий аффинность рецептор d2;mechanism
уменьшение секреция альдостерон кора надпочечник;mechanism
острый артериальный гипотензия;side_e
связывание с белок плазма кровь составлять примерно 70 %;prot_link
обострение подагра;side_e
снижение миграция лейкоцит в очаг воспаления;mechanism
повышение содержание калий;side_e
повышение концентрация креатинин в сыворотка крови;side_e
изменение реакция сетчатка на яркий световой стимул;mechanism
фатальный панкреатит;side_e
гиповолемия;side_e
бесплодие;side_e
кожный зуд;side_e
повышенный пототделение;side_e
фотопсия;side_e
лейкоцитоз;side_e
васкулит;side_e
периферический моторный нейропатия;side_e
эрозивный дуоденит;side_e
отслойка сосудистый оболочка глаз;side_e
синдром неадекватный секреция антидиуретический гормон;side_e
увеличение концентрация;mechanism
холестаз;side_e
почка;excretion
вилдаглиптин;prepare
другой;group
подавляет клеточное деление в стадии анафаза;mechanism
запор;side_e
жажда;side_e
ухудшение функция почка;side_e
скрежет зубами во сне;side_e
фибрилляция предсердие;side_e
снижать экскреция ион кальций с моча;mechanism
гиперхолестеринемия;side_e
расслаблять гладкомышечный клетка пищевод;action
периндоприл;prepare
7альф-тиометилспиронолактон;metabol
нарушение слух;side_e
острый приступ вторичный закрытоугольный глаукома;side_e
снижение аппетита;side_e
сублингвальный применение;absorbtion
периферический кровоток ускоряться без изменение частота сердечный сокращение (чсс);action
недостаточность;side_e
дефицит глюкозо-6фосфатдегидрогеназа;side_e
перфоративные язвы слизистой оболочки желудка и двенадцатиперстной кишки;side_e
нарушение сердечный ритм;side_e
ларингит;side_e
cyp2c19;metabol
вызывать расширение периферический артериол;action
кумулироваться;metabol
снижение содержание ангитензин ii в плазма кровь;mechanism
токсический воздействие препарат;side_e
гипертермия;side_e
катаракта;side_e
жёлчь;excretion
уменьшение секреция альдостерон;mechanism
снижать концентрация триглицерид;mechanism
замедление ав-проводимость;side_e
затруднение дыхание;side_e
внутричерепной кровотечение;side_e
уменьшать чрезмерный симпатический активность;action
рацекадотрить;prepare
дополнительный урежение чсс;action
радикулит;side_e
развитие некроз;side_e
расслаблять гладкомышечный клетка бронх;action
гидрохлоротиазид;prepare
периферический нейропатия;side_e
синдром стивенса6 джонсон;side_e
снижение почечный кровоток;side_e
манифестация латентно протекать сахарный диабет;side_e
конвульсия;side_e
барбитурат;prepare
ав блокада i степень;side_e
кожная сыпь;side_e
низкий аффинность рецептор адренорецептор β;mechanism
повышаться сила сокращение миокард;action
снижение ад систолический;action
риск развитие полиморфный желудочковый тахикардия тип «пируэт»;side_e
cyp3a4;metabol
снизить уровень сознание;side_e
уменьшать пред постнагрузка на сердце;action
коронарный недостаточность;side_e
выраженный артериальный гипотензия;side_e
действие противокашлевой;action
снижение кровоток почка;action
гипогликемический средство для приём внутрь;group
усугубление перемежаться хромота;side_e
уменьшать внутриклеточный ионный дисбаланс при ишемия;action
острый некроз скелетных мышц;side_e
кардиотонические средства;group
повышение потоотделение;side_e
острый миопия;side_e
снижение кровоток печень;action
агранулоцитоз или панцитопения;side_e
активировать мембраносвязанный рецептор, сопряжать с гуанилилциклаза;action
снижать давление в лёгочный капилляр артериальный давление;mechanism
тканевый;mechanism
ингибитор ангиотензинпревращающать фермент;mechanism
снижение либидо;side_e
нарушение сердечный проводимость;side_e
покраснение лицо;side_e
желудочно-кишечный тракт;absorbtion
психомоторный возбуждение;side_e
бессонница;side_e
снижение артериальный давление;side_e
острый нарушение мозговой кровообращение;side_e
инфекция верхний дыхательный путь;side_e
нитроглицерин;prepare
уменьшаться объём циркулировать жидкость;action
поражение зуб;side_e
бронхит;side_e
дезориентация;side_e
морфин;prepare
активация натрий/кальциевый обмен;action
эндотрахеальный;absorbtion
гипергликемия;side_e
гинекомастие;side_e
дигоксина;prepare
похолодание конечность;side_e
увеличение активность ренин;action
потенцировать антигипертензивный и брадикардический эффект;side_e
улучшение периферический кровоток без изменение чсс;mechanism
синкопальный;side_e
блокировать система транспорт ион в толстой сегмент восходить колено петля генль k+;mechanism
торможение ренин-ангиотензин-альдостеронов система;action
ухудшение контроль за ад;side_e
омепразол;prepare
метилдоп;prepare
судороги;side_e
повышение ад;side_e
синдром рейно;side_e
озноб;side_e
лимфаденопатия;side_e
желудочковый экстрасистолия;side_e
развитие ангионевротический отёк;side_e
судорожный расстройство;side_e
смертность;side_e
нейтропение;side_e
прямой расслаблять воздействие;mechanism
желудочковый тахикардия тип «пируэт»;side_e
изменение световосприятие;side_e
уменьшать;action
снижать постпрандиальный концентрация глюкоза в плазма кровь;action
действие антифибротический;action
симптоматический артериальный гипотензия;side_e
гликозид наперстянка;group
предотвращает отложение в ткань кристалл мочевой кислота;action
калийнесберегать диуретик;group
варфарин;prepare
внезапный остановка сердце;side_e
азотемия;side_e
прилив;side_e
боль в грудь;side_e
ортостатический эффект;side_e
ототоксический действие;side_e
расширять коронарный артерия;action
приапизм;side_e
повышение концентрация мочевина;side_e
желудочковый тахикардия;side_e
эректильная дисфункция;side_e
увеличение содержание ион калий в сыворотка;action
теразозин;prepare
уменьшать пред- и постнагрузка на сердце;action
преждевременная эякуляция;side_e
n24 проводимость гладкий мускулатура сосуд;None
повреждение почка;side_e
стоматит;side_e
бессимптомное увеличение концентрация печеночный фермент;side_e
уменьшение нагрузка на сердце;action
общий слабость;side_e
психотический реакция;side_e
пневмония;side_e
увеличение концентрация билирубин в сыворотка кровь;side_e
влияние на обратный захват нейронами норадреналин;mechanism
повышение или снижение ад;side_e
симпатомиметик;mechanism
аплазия;side_e
глюкокортикостероид;group
воспалительный реакция в желудок и кишечник;side_e
галлюцинация;side_e
снижать общий периферический сосудистый сопротивление;action
жкт плазма;absorbtion
боль в верхний и нижний конечность;side_e
мания;side_e
аллергический альвеолит;side_e
повышать экскреции гидрокабонат;action
повышение внутриклеточный концентрация ион кальций адренорецептор α;mechanism
травма;side_e
увеличение масса тело;side_e
псевдолимфома;side_e
боль в верхний отдел живот;side_e
яркий сон;side_e
этанол;prepare
крапивница;side_e
необратимый нарушение с сторона орган слух;side_e
повышение сократительный способность сердечный мышца;side_e
гипонатриемия;side_e
жкт почка;absorbtion
действие рвотное;action
повышение аппетита;side_e
тяжёлый остеомаляция;side_e
острый глаукома;side_e
повышение концентрация ангиотензин ii;action
урежение чсс;action
изменение тональность голос;side_e
острый сердечный недостаточность;side_e
периферический парез;side_e
ингибитор и индуктор изофермент cyp3a4;metabol
n24 сократительный способность гладкий мускулатура сосуд;None
ангионевротический отёк конечность, лицо, губа, слизистый оболочка, язык, глотка и гортань;side_e
тяжёлый метаболический ацидоз;side_e
нарушение функция почка;side_e
модулировать высвобождение эндотелиальный вазодилатируть фактор оксид азот;mechanism
замедлять метаболизм брадикинин;mechanism
токсический эпидермальный некролиз (синдром лайелл);side_e
ингибитор ангиотензинпревращать фермент (апф);group
индометацин;prepare
болезненность молочных железа;side_e
периферический вазодилатация;mechanism
глухота;side_e
увеличиваться активность ренин и содержание альдостерон;action
увеличение содержание калий;side_e
α1;mechanism
антидепрессант;group
ингибитор разрушение брадикинин;mechanism
маниакально-депрессивный синдром;side_e
грипп;side_e
изменение настроение;side_e
повышение скорость оседание эритроцит;side_e
миоклонус;side_e
беспорядочность мысль;side_e
уменьшение объём циркулировать кровь;mechanism
«нитратный» головной боль;side_e
желудочный-кишечный кровотечение;side_e
возбуждение;side_e
аллопуринол;prepare
силденафить;prepare
дизурия;side_e
приступ подагра;side_e
повышение уровня тиреотропного гормона;side_e
ингибировать апф;mechanism
мочеиспускание;side_e
ингибитор карбоангидраза;group
артериальный гипотензия;side_e
повышение частота сердечно-сосудистый заболеваемость;side_e
блокатор адренорецептор α1;mechanism
отёк лёгкий;side_e
регуляция артериальный давление;action
кожный реакция;side_e
повышение активность аланинаминотрансфераза (алта);side_e
действие противорвотный;action
устранять спазм бронхиол;action
синусит;side_e
энантема;side_e
снижение транспорт натрий внутрь клетка нервный клетка мозг;action
повышать чувствительность периферический рецептор;mechanism
застой в легкий;side_e
анафилактический реакция;side_e
эякуляция;side_e
блокатор «медленных» кальциевых каналов;mechanism
сенсорный нарушение;side_e
ингибирование глюконеогенез;mechanism
изменение внимание;side_e
амилорид;prepare
увеличивать позитивный ионный градиент;action
колебание масса тело;side_e
акинезия;side_e
повышение концентрация билирубин в кровь;side_e
антигипертензивный действие;mechanism
повышение активность калликреин-кининовой система ткань;mechanism
рецидив герпетический поражение губа;side_e
припухлость в область область сустав;side_e
повышение активности ренина;action
накопление брадикинин;mechanism
ацидоз;side_e
нарушение мочеиспускание;side_e
увеличение экскреция ион калий с моча и снижение содержание калий в кровь;action
печень;excretion
артралгия/артрит;side_e
риска перелом кость;side_e
помутнение зрение;side_e
выраженный снижение ад;side_e
слабость;side_e
гемолитический анемия;side_e
миелосупрессия;side_e
экзема;side_e
вызывает выведение;action
соль калий;prepare
уменьшение реабсорбция глюкоза в почка;mechanism
системный симптом;side_e
натрий ауротиомалат;prepare
чрезмерный снижение артериальный давление;side_e
антагонист рецептор ангиотензин ii 1 тип;mechanism
колхицин;prepare
снижение транспорт натрий внутрь клетка эпендимоцит сосудистый сплетение;action
эмпаглифлозин;prepare
влияние на обратный захват нейронами дофамин;mechanism
расстройство поведение;side_e
гиперплазия слизистый язык и десна;side_e
ингибитор апф и блокатор кальциевый канал;group
паросмий;side_e
увеличение содержание натрий и хлорид в моча;side_e
стенокардия;side_e
снижать желудочно-кишечный тракт моторика;action
диакарба;prepare
амиодарон;prepare
боль в область живот;side_e
снижение слух;side_e
предотвращать развитие отек их слизистый оболочка;action
кровотечение;side_e
диспепсический расстройство;side_e
диспепсический явление;side_e
средство для лечение заболевание сердце;group
кларитромицин;prepare
улучшать коронарный кровоток;action
повышать внутриклеточный концентрация циклический гуанозинмонофосфатаз;mechanism
токсический эффект;side_e
снижение аппетит;side_e
диспепсия;side_e
повышение содержание азот мочевина в плазма кровь;side_e
брадикардия;side_e
не влиять;action
аллергический альвеолит/эозинофильный пневмония;side_e
спиронолактон;prepare
парестезия и обморок;side_e
декомпенсация хсн;side_e
блокировать разрушение брадикинин;mechanism
нарушение сна;side_e
рентгеноконтрастный вещество;group
деперсонализация;side_e
функция почка (включая почечный недостаточность);side_e
снижение ад;side_e
носовое кровотечение;side_e
острый холангит;side_e
антимитотическим действием;mechanism
отсутствие аппетит;side_e
снижение концентрация в кровь и активность;action
желудочковый аритмия;side_e
дизопирамида;prepare
блокировка длинноцепочечный 3-кетоацил-коа-тиолаза;mechanism
флебит;side_e
ортостатический коллапс;side_e
увеличение общий периферический сосудистый сопротивление;action
гипотензивный действие;action
судорожный подёргивание мышца конечность и губа;side_e
периферический отёк;side_e
заболевание периферический сосуд;side_e
низкий аффинность рецептор 5ht1a;mechanism
ингибитор фермент, превращать ангиотензин i в ангиотензин ii;mechanism
усталость;side_e
способность дозозависимый урежения чсс;action
конверсионное расстройство;side_e
повышение активность калликреин-кининовый система циркулировать;mechanism
анальгетик;group
рвота;side_e
мышечный подергивание;side_e
спазм мышца;side_e
мефлохина;prepare
холодный пот;side_e
ибутилида;prepare
побочный эффект;noun
уменьшать опосредовать апф деградация брадикинин;mechanism
восстановление;mechanism
снижать внутриглазный давление;action
гемолиз;side_e
средство, действовать на ренин-ангиотензиновый система;group
увеличение вес;side_e
желтуха;side_e
увеличение объём моча;side_e
антиаритмический;action
ощущение покалывание в конечность;side_e
синергичный отрицательный инотропный действие;side_e
алопеция;side_e
нитрат;group
противоподагрическое действие;mechanism
ингибирование if-канал синусовый узел;mechanism
повышение активность калликреин-кининовый система;mechanism
судорога;side_e
миелосупрессивный действие;side_e
средство для лечение сахарный диабет;group
зрительный расстройство;side_e
быть незначительный и клинически незначимый;noun
образование конкремент в почка;side_e
снижать экскреция мочевой кислота почка;mechanism
боль в спина мочеиспускание;side_e
миопатия;side_e
инфаркт миокарда;side_e
другой вид сыпь;side_e
к-тримоксазол;prepare
воспаление лимфатический узел;side_e
снижать постнагрузка;action
напоминать злокачественный нейролептический синдром;side_e
высвобождать из свой молекула оксид азот;mechanism
боль в животе;side_e
симптоматический постуральный гипотензия;side_e
нефротоксический;side_e
эозинофильный пневмония;side_e
снижать продукция внутриглазный жидкость;action
ингибировать индуцированное антигенами высвобождение лейкотриенов;action
альдостерон в сыворотка кровь;mechanism
увеличение внутриклеточный содержание ион натрий;action
добутамин;prepare
«приливы» крови к коже лица;side_e
буллезный дерматит;side_e
на время проведение импульс по предсердно-желудочковый или внутрижелудочковый проводить путь;noun
повреждать воздействие на сердце и нервный система;side_e
гематурия;side_e
серьёзный неврологический нарушение;side_e
низкий аффинность рецептор опиоидный;mechanism
повышение концентрация ион калий сыворотка кровь;action
тревожный расстройство;side_e
снижение содержание натрий сыворотка кровь;side_e
очень слабый ингибитор данный цитохром;metabol
гипертрансаминаземия;side_e
цианоз;side_e
протеинурия;side_e
системный головокружение;side_e
апластический анемия;side_e
повышение активность «печёночный» трансаминаза;side_e
замедление атриовентрикулярный проводимость;mechanism
цефалгия;side_e
усиливать перфузия почка;action
нечёткость зрение;side_e
гемостаз;side_e
уменьшать общий ишемический нагрузка;mechanism
уменьшение скорость проведение импульс через атриовентрикулярный узел;action
утяжеление течение псориаз;side_e
повышать автоматизм миокард;action
шок;side_e
гипертонус;side_e
кортикостероид;hormone
активация простагландиновая система;mechanism
снижение общий периферический сосудистый сопротивление;action
коллапс;side_e
интерстициальный нефрит;side_e
снижать почечный кровоток;action
стимулировать действие α-адренорецептор;mechanism
неврит;side_e
поражение почек;side_e
снижаться конечный объём сердце диастолический;action
ощущение аритмия;side_e
желудочный-кишечный тракт;absorbtion
сократительный способность миокард (не вызывать отрицательный инотропный эффект);noun
повышение чувствительность кардиопульмональный барорецептор;mechanism
на внутрисердечный проводимость;noun
внутримышечный;absorbtion
тяжелый реакция гиперчувствительность;side_e
увеличение активность ренин плазма кровь;mechanism
олигурия;side_e
эозинофилия;side_e
гипотензия;side_e
ишемический нарушение;side_e
гиперкальциемия;side_e
увеличивать потребность миокард в кислород;action
препятствовать развитие амилоидоз;action
нейтропения;side_e
увеличение синтез простагландин;action
повреждение печень;side_e
увеличение количество пептид натрийуретический пептид (НУП);action
уменьшать деградация брадикинин;mechanism
реакция гиперчувствительность;side_e
повышение экспозиция;action
выраженный снижение артериальный давление;side_e
лансопразол;prepare
удлинение время атриовентрикулярный проведение;side_e
гиперчувствительность;side_e
низкий аффинность рецептор адренорецептор α2;mechanism
сахарный диабет;side_e
нарушение зрение;side_e
локальная медикаментозная сыпь;side_e
расстройство аппетит;side_e
потеря сознание;side_e
ингибитор фосфодиэстераза-5;group
снижать базальный концентрация глюкоза в плазма кровь;action
не оказывать существенный влияние;action
мелить;side_e
обильный потоотделение;side_e
блокировать;action
снижение масса тело;side_e
тахикардия;side_e
снижение концентрация ангиотензин ii в кровь;action
расстройство сон;side_e
блокировать система транспорт ион в толстой сегмент восходить колено петля генль сl-;mechanism
желудочный-кишечный тракт;metabol
апатия;side_e
пилоэрекция;side_e
гипогликемия;side_e
как минимум в течение 1 год;noun
антагонист альдостерон;group
дипептидилкарбоксидипептидаза i;noun
гипокалиемия;side_e
тремор вкусовой ощущение;side_e
амнезия;side_e
обморочный состояние;side_e
снижение внимание;side_e
психотический состояние;side_e
экзантема;side_e
боль в область грудной клетка;side_e
урежение чсс;mechanism
снижение преднагрузка;mechanism
ингибирование апф;mechanism
тяжёлый периферический и висцеральный ангиоспазм;side_e
снижение артериальный давление (ад);action
повышение концентрация креатинин и билирубин в сыворотка кровь;side_e
некардиогенный отёк лёгкий;side_e
снижение потребность миокард в кислород;action
уменьшение избыток внутриклеточный ион кальций;action
изменение вкус;side_e
кардиогенный шок;side_e
нарушение сон;side_e
ангионевротический отёк;side_e
ацетилсалициловый кислота;prepare
сексуальный дисфункция;side_e
шизофреноподобный расстройство;side_e
пемфигоид;side_e
увеличение auc;action
азоспермия;side_e
агонистом опиоидных рецепторов;mechanism
повышение конечный диастолический давление в левый желудочек;side_e
почечный и мочеточниковый колика;side_e
немеланомный рак кожа и губа;side_e
трансмембранный перенос ион калий;action
оказывать положительный инотропный действие;action
понижать избыточный отрицательный заряд;action
снижаться опсс;action
инсульт;side_e
увеличиваться выведение ион кальций;action
повышение артериальный давление;action
усиление выведение ион калий;action
"повышение активность ""печеночный"" трансаминаз";side_e
повышать проводимость миокард;action
кровотечение из желудочно-кишечный тракт;side_e
усиление симптом вазодилатация;side_e
повышение артериальный давление систолический;action
необычный сновидение;side_e
бепридить;prepare
стимулировать действие β-адренорецептор;mechanism
ангионевротический отёк кишечник;side_e
повышение концентрация холестерин или триглицерид;side_e
подавление автоматизм сердце;mechanism
ингибировать индуцированное антигенами высвобождение гистамина;action
блокада рецептор к ангиотезин ii 1-го тип (AT1);mechanism
катехол-О-метилтрансфераза;metabol
эмоциональный неустойчивость;side_e
ишемический инсульт;side_e
дозозависимый стимуляция ренин ангиотензин альдостороновый система;mechanism
метгемоглобинемия;side_e
эпинефрин;prepare
атаксия;side_e
снижать канальцевый реабсорбция натрий;action
мочь повышать риск развитие ангионевротический отёк;side_e
снижать сосудистый сопротивление в почка;action
бронхоспазм;side_e
повышение содержание ион кальций;action
псевдосиндром барттер;side_e
метроррагия;side_e
снижение гемоглобин и гематокрит;side_e
лацидипин;prepare
язва желудок и двенадцатиперстный кишка;side_e
пища;absorbtion
